"Manufacturer Name","Model Name","HardWare Number","FirmWare Number","Application Number","Approval Number","Version","Product Type","Expiry Date","Approval Class","PIN Support","Key Management","Prompt Control","PIN Entry Technology","Functions Provided","not_marketed"
"CCV Deutschland GmbH","Vx520","M252-6xx-xx-xxx-3, M252-7xx-xx-xxx-3, M252-x5x-xx-xxx-3, M252-x7x-xx-xxx-3, M252-65x-Cx-xxxx-3, M252-69x-Cx-xxx-3, M252-79x-Cx-xxx-3, M252-69x-Gx-xxx-3, M252-79x-Gx-xxx-3, M252-723-13-BIO-3 (Vx520 Biometric)","Non SRED:QT52E20M, QT520006, QT520011, QT520012, QT520014, QT520015, QT520016, QT5G0013, QT5G0016, SRED: QT520101, QT520102, QT520103, QT520104, QT5G0103, QT5G0104, QT5G0105, QT5G0106, QT520105, QT520106, QT520107, QT520108, QT5G0109, QT520109, QT520110, QT5G0110, QT520111, QT5G0111, QT520112, QT6G0113, QT520120, QT520121, QT5G0120, QT5G0121, QT520240, QT5G0240, QT5H0240, QT520340, QT5G0340, QT5H0340, QT520301, QT520243, QT5G0243, QT520245, QT5G0245, QT520240.xxxxxxxx, QT5G0240.xxxxxxxx, QT5H0240.xxxxxxxx, QTyy0400.xxxxxxxx, QTyy0500.xxxxxxxx, QTyy0510.xxxxxxxx","VxSec 10.01, VxSec 11.xx, VxSec 12.x.x, VxMain 12.x.x, . ,.","4-30190","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"CCV Group B.V.","UpLoad HSM CSe100","4.00.4.2","1.x.x, 2.x.x","","4-80028","2.x","HSM","30 Apr 2022","HSM","N/A","N/A","N/A","N/A","N/A","0"
"ChangSha SanCai Electron Technology CO,LTD.","SC006","V01","1.0","","","3.x","PED","30 Apr 2020","PED","Online","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,PIN Entry","1"
"ChangSha SanCai Electron Technology CO,LTD.","WSC-002","1.0.x","1.0.x","","4-30270","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Cirque Corporation","K3 Tower PED","2.0","1.0","","4-10199","4.x","PED","30 Apr 2023","PED","Online","DUKPT","Vendor-controlled","Physical Keypad","Display,PIN Entry","0"
"Clover Network Inc, a wholly-owned subsidiary of First Data Corporation","Clover Station","1.xx","0 01.xx.xxxx 01.xx.xxxx","","4-30298","5.x","Non PED","30 Apr 2026","Non PED","N/A","N/A","N/A","N/A","Display,ICCR,MSR,OP,SRED","0"
"Clover Network Inc, a wholly-owned subsidiary of First Data Corporation","Clover Station Printer with customer facing contactless payments","1.xx","0 01.xx.xxxx 01.xx.xxxx (01.XXXXX)","","4-30302","5.x","SCR","30 Apr 2026","SCR","N/A","N/A","N/A","N/A","Display,CTLS,SRED","0"
"Clover Network Inc, a wholly-owned subsidiary of First Data Corporation","Flex","1.XX, 2.00","0 01.XX.XXXX 01.XX.XXXX (01.XXXXX) (SRED), 1 01.XX.XXXX 01.XX.XXXX (01.XXXXX) (non SRED)","","4-40209","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,DUKPT","Vendor-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Clover Network Inc, a wholly-owned subsidiary of First Data Corporation","Clover Mini","1.0, 2.01","1.1 1.0, 0 02.xx.xxxx 02.xx.xxxx (01.xxxxx), 1 02.xx.xxxx 02.xx.xxxx (01.xxxxx)","","4-40158","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","DUKPT","Vendor-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Clover Network Inc, a wholly-owned subsidiary of First Data Corporation","Clover Mobile","1.0, 2.01","1.0 1.0, 0 02.xx.xxxx 02.xx.xxxx (01.xxxxx), 1 02.xx.xxxx 02.xx.xxxx (01.xxxxx)","","4-40156","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","DUKPT","Vendor-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Cryptera A/S","INT1212-5600","xxx1212-56xx R1x, xxx1212-56xx R2x","414-0702 R1x","","4-20273","3.x","OEM EPP","30 Apr 2020","EPP","Online","Fixed,MK/SK,DUKPT","N/A","Physical Keypad","PIN Entry","0"
"Cryptera A/S","INT1214-5610","xxx1214-56yy-R1z, xxx1214-56xx-R2x","414-0604 R1X414-0604 R1X","","4-70012","3.x","OEM EPP","30 Apr 2020","EPP","Online","DUKPT","N/A","Physical Keypad","PIN Entry","0"
"Cryptera A/S","INT6220-6011","xxx6220-6011 R1x, xxx6220-6011 R2x, xxx6220-6011 R3x","414-0686 R3x, 414-0686 R4x, 414-0686 R5x","","4-20263","3.x","OEM EPP","30 Apr 2020","EPP","Online &amp; Offline","Fixed,MK/SK,DUKPT","N/A","Touch Screen","ICCR,PIN Entry","0"
"Cryptera A/S","INT6000-1100","xxx6000-11xx R1x, xxx6000-11xx R2x","414-2150 R1x, 414-0689 R1x, 414-2040 R1x, 414-0714 R2x, 414-2160 R1x","","4-80007","3.x","OEM EPP","30 Apr 2020","EPP","Online","Fixed,MK/SK,DUKPT","N/A","Touch Screen","PIN Entry","0"
"Cryptera A/S","INT1217-54xx","INT1217-54xx","414-0487 R2x, 414-0487 R3x","","4-20217","1.x","HSM","30 Apr 2019","HSM","N/A","MK/SK","N/A","N/A","N/A","0"
"Cryptera A/S","INT2200","xxx2200-56xx R1x, xxx2200-56xx R2x","SRED:  414-0697 R1x, 414-0697 R3x","R1x","4-30126","3.x","OEM PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"Cryptera A/S","EPP1217, EPP1218","xxx1218-56xx R1x, xxx1217-5600 R1x, external card reader INT5210-16xx R1Ax, xxx1218-56xx R2x, xxx1217-5600 R2x, xxx1218-56xx R3x, xxx1217-5600 R3x","414-0629 R2x, 414-0697 R2x, 414-0707 R1x, 414-0712 R2x, 414-0709 R1x, 414-0714 R3x, 414-0717 R1x, 414-0697 R3x, 414-0714 R4x","","4-20216","3.x","OEM EPP","30 Apr 2020","EPP","Online &amp; Offline","Fixed,MK/SK,DUKPT","N/A","Physical Keypad","ICCR,MSR,PIN Entry","0"
"Cryptera A/S","INT1319-5600","xxx1319-56xx R1x, xxx1319-56xx R2x","414-2100 R1x, 414-2100 R2x, 414-2100 R3x, 414-2100 R4x","","4-20252","3.x","OEM EPP","","EPP","Online","Fixed,MK/SK","N/A","Physical Keypad","PIN Entry","0"
"Cryptera A/S","INT1215-5600","xxx1215-56xx R2x with INT5210-16xx R1x, xxx1215-56xx R3x with INT5210-16xx R1x","414-0697 R2x, 414-5010 R2x, 414-0697 R3x, 414-0714 R4x","","4-20268","3.x","OEM EPP","","EPP","Online &amp; Offline","Fixed,MK/SK,DUKPT","N/A","Physical Keypad","ICCR,MSR,PIN Entry","0"
"Cryptera A/S","INT1315-5700, INT1316-5700","xxx1316-57xx R1x, xxx1315-57xx R1x","414-2020 R1x, 414-2020 R2x, 414-2020 R5x, 414-2020 R6x, 414-2020 R8x","","4-20246","3.x","OEM EPP","30 Apr 2020","EPP","Online","Fixed,MK/SK","N/A","Physical Keypad","PIN Entry","0"
"Cynovo Inc.","Kivvi Mobile","V2.0_xx","V1.7_Cxx_Exx","","4-30188","4.x","PED","30 Apr 2023","PED","Online","MK/SK","Vendor-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry","0"
"Daehap Hyper-Tech Co., Ltd.","MPS-100P","DH-MPS V1.0.2, DH-MPS V1.0.3","DH-PTS V1.0.0","","4-30086","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"Datecs Ltd.","LineaTab","xxxN.02.00, xxxN.02.04","SRED: 02.08, 02.08.XX.XX","","4-30091","3.x","SCR","30 Apr 2020","SCR","N/A","Fixed,DUKPT","N/A","N/A","MSR,SRED","0"
"Datecs Ltd.","PPAD1","xxxxB02.02 (Bluetooth), xxxxN02.02 (Standard)","SRED: 2.4.x.0","","4-30110","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,SRED","0"
"Datecs Ltd.","BLUEPAD50","02.02.xx.xxBN, 02.02.XX.XXBR","SRED (CTLS): 02.04.x.x","","4-30109","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,SRED","0"
"Datecs Ltd.","MRD10","01.01","SRED: 02.08, 02.08.xx.xx","","4-30101","3.x","SCR","30 Apr 2020","SCR","N/A","Fixed,DUKPT","N/A","N/A","MSR,SRED","0"
"Datecs Ltd.","BLUEPAD500","02.03.xx.xx BN, 02.04.xx.xx BR","02.04.xx.xx","","4-30131","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,SRED","0"
"Datecs Ltd.","Bluepad- 5000","02.05.xx.xxabcd, a: B, N, b: R, c: W, d: G","2.5.xx.xx","","4-30171","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Datecs Ltd.","MPED-400, MPED-400D","2.02.XXY, 02.06.xx.xxBR (with Bluetooth, with CTLS), w/o CTLS), 02.06.xx.xxCR(w/o Bluetooth, 02.06.xx.xxCF (w/o Bluetooth","SRED:2.4.X.0, 2.5.xx.xx","","4-30095","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Datecs Ltd.","Linea Tab Mini","xxN0100, xxR0200 (CTLS support), xxN0300 (without CTLS), xxR0300 (with CTLS)","EMSR: 02.08.xx.xx, Main processor: 01.05.xx.xx, Main processor: 01.06.xx.xx","","4-30120","3.x","SCR","30 Apr 2020","SCR","N/A","Fixed,DUKPT","N/A","N/A","ICCR,MSR,CTLS,SRED","0"
"Datecs Ltd.","LineaPro 4S, LineaPro 5S, LineaPro 4, LineaPro 5, LineaPro 6, LineaPro 7","Xxx 0200, Xxx 02.05, Xxx 02.04, Xxx 02.06, Xxx 03.06 (CTLS support), XXX02.07 (no CTLS support)","SRED [CTLS]: 02.04, 02.08.XX.XX, Main processor: 01.05.xx.xx, 01.05.xxx.xx (no CTLS support)","","4-30085","3.x","SCR","30 Apr 2020","SCR","N/A","Fixed,DUKPT","N/A","N/A","MSR,CTLS,SRED","0"
"Datecs Ltd.","BluePad-50 v2","02.02.10.xxBR (CTLS Version), 02.02.10.xxBN (without CTLS support)","02.04.xxx.xx","","4-30255","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Datecs Ltd.","Card Reader One","03.00.xx.xx, 03.00.1xx.xx","3.0.xx.xx","","4-30206","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Datecs Ltd.","Infinea Tab M","xxR04xxx, ( CTLS), xxN04xxx (Non CTLS)","3.0.xx.xx","","4-30286","4.x","SCR","30 Apr 2023","SCR","N/A","Fixed,DUKPT","N/A","N/A","ICCR,MSR,CTLS,OP,SRED","0"
"Datecs Ltd.","Card Reader One v1","03.00.1x.xx (including ICCR; CTLS and serial interface), 03.00.2x.xx (including ICCR and CTLS), 03.00.3x.xx (including ICCR and serial interface), 03.00.4x.xx (including ICCR)","3.0.xx.xx","","4-30288","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,CTLS,PIN Entry,OP,SRED","0"
"Datecs Ltd.","BluePad-55","CLxxxV1xxxxxx (CTLS version), 00xxxV1xxxxxx (non CTLS version), CLxxxV2xxxxxx (CTLS version), 00xxxV2xxxxxx (non CTLS version)","3.0.xx.xx, 3.1.xx.xx","","4-30267","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Datecs Ltd.","iZettle Reader Lite","04.00.xx.xx","3.0.xx.xx","","4-30299","5.x","SCR","30 Apr 2026","SCR","N/A","Fixed,DUKPT","N/A","N/A","ICCR,CTLS,OP,SRED","0"
"Datecs Ltd.","BlueLite","05.00.xx.xx","3.0.xx.xx","","4-30304","5.x","SCR","30 Apr 2026","SCR","N/A","Fixed,DUKPT","N/A","N/A","ICCR,CTLS,OP,SRED","0"
"Datecs Ltd.","BlueLite v2","06.00.xx.xx","3.0.xx.xx","","4-30311","5.x","SCR","30 Apr 2026","SCR","N/A","N/A","N/A","N/A","ICCR,MSR,CTLS,OP,SRED","0"
"Datecs Ltd.","BluePad-5000 v2, BluePad-5000 v3, BluePad-5000 v4, BluePad-5000 v5","02.05.2x.xxxxxa (BluePad-5000 v2), 02.05.3x.xxxxxa (BluePad-5000 v3), 02.05.4x.xxxxxa (BluePad-5000 v4), 02.05.5x.xxxxxa (BluePad-5000 v5)","3.1.xx.xx","","4-30318","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"ddm hopt+schuler","862-SP","862-HW v01-X0Z, 862-HW v01-X1Z, 862-HW v02-X1Z","04.VV.XX, (SRED): 002VV.XX, 05.VV.XX, 06.VV.XX","","4-40070","3.x","OEM SCR","30 Apr 2020","SCR","Offline","","N/A","N/A","ICCR,MSR,SRED","0"
"DemoTeller Systems Inc","Cryptographic Logic Engine HSM","CLE-HSM-1.x","Bootloader Version: SM3-BOOT-1.1.08, Firmware Version: SM3-APP-1.1.xx","","4-60118","1.x","HSM","30 Apr 2019","HSM","N/A","","N/A","N/A","N/A","0"
"DESAY ELECTRONICS (HUIZHOU)CO.,LTD","VPP226","v01","v1.0","","4-60124","3.x","PED","30 Apr 2020","PED","Online","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,PIN Entry","0"
"Diebold, Inc.","EPP7","xxx1316-57xx R1x, 49-249441-XXXX, 49-249443-XXXX, 49-249445-XXXX, 49-249447-XXXX, 49-249449-XXXX, 49-249455-XXXX, 49-249457-XXXX, 49-255716-XXXX, 49-255718-XXXX, xxx1315-57xx R1x, xxx1316-57xx R2x, xxx1315-56xx R1x, xxx1316-56xx R2x, xxx1316-56xx R1x","414-2020 R1x, 414-2020 R2x, 414-2020 R5x, 414-2020 R6x, 414-2020 R7x, 414-2020 R8x","","4-20269","3.x","OEM EPP","30 Apr 2020","EPP","Online","Fixed,MK/SK","N/A","Physical Keypad","PIN Entry","0"
"DocuSign, Inc.","Algorithmic Research PrivateServer","Part Number: 4.8, Hardware Version Number: 4.7","Firmware Version Number: 4.8.2","","4-70019","2.x","HSM","30 Apr 2022","HSM","N/A","Fixed,MK/SK,DUKPT","N/A","N/A","N/A","0"
"DocuSign, Inc.","HSM Appliance v5.0","5.0","5.0.0","","4-70028","2.x","HSM","30 Apr 2022","HSM","N/A","Fixed,MK/SK,DUKPT","N/A","N/A","N/A","0"
"Dspread Technology (Beijing) Inc","Qfpay QPOS","1.2.x","Master: 1.0.2, Slave: 1.0.5","","4-30129","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","N/A","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"Dspread Technology (Beijing) Inc","QPOS Mini","1.2.0","1.0.5","","4-70022","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,SRED","0"
"DynamiCode Company Limited","P92","V03.03","V1.1.5","","4-60217","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Touch Screen","Display,ICCR,MSR,CTLS,PIN Entry,OP","0"
"E la Carte","Presto A3","A15A1HLN3MBB84","SP 34010001, AP 0103-1100000-400-161124_r1","","4-40199","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Eastern Communications Company Limited (Eastcom)","EC2003","912511062x0x","2.0","","4-10176","4.x","OEM EPP","30 Apr 2023","EPP","Online","Fixed,MK/SK","Vendor-controlled","Physical Keypad","PIN Entry","0"
"EDATA Elektronik San. ve Tic. A.S.","PROFILO S900 ECR","S901-0xa-bx4-0xxx (a=L Ethernet, 0 not Ethernet / b=3 CTLS support, 0 no CTLS support), S901-0xa-bx4-1xxx (a=L Ethernet, 0 not Ethernet / b=3 CTLS support 0 no CTLS support), S900-xxx-3x4-0xxx (with CTLS support), S900-xxx-0x4-0xxx (no CTLS support)","14.00.xx xxxx, 14.01.xx xxxx","","4-30231","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"EDATA Elektronik San. ve Tic. A.S.","Vx680, Vx680-E1","M268-70x-xx-xxn-3, M268-73x-xx-xxn-3, M268-74x-xx-xxn-3, M268-76x-xx-xxn-3, M268-77x-xx-xxn-3, M268-78x-xx-xxn-3, M268-79x-xx-xxn-3","QT68x01D, QT680006, QT680010, QT680011, QT680012, QT680013, QT680014, QT680015, QT6B0015, QT6B0016, QT6B0017, QT6B0018, QT6B0019, QT6B0101, QT6B0102, QT6B0103, QT6B0104, SRED (CTLS): QT680101, QT680102, QT680103, QT680104, QT680105, QT680106, QT680107, QT680108, QT680109, QT6G0109, QT680110, QT6G0110, QT6B0110, QT680111, QT6G0111, QT6B0111, QT6G0113, QT6G0114, QT6G0115, QT680120, QT6B0120, QT6G0240, QT680240, QT6B0240, QT680340, QT6G0340, QT6B0340, QT680301, QT6B0301, QT6B0121, QT6B0122, QTyy0530.xxxxxxxx, OP2.x.x","","4-30118","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Both","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Emerge Mobile","Edge Adapter","3.1, 3.2","2.16, 2.30","","4-60170","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","DUKPT","N/A","Touch Screen","ICCR,MSR,PIN Entry,SRED","0"
"Equinox Payments","Apollo CFD, Apollo AiO","AA11-0000000 (AIO model), AC11-0000000 (CFD model), AC11-1100101, AA11-1100101, AA11-2100102, AA12-2100102, AC11-2100102, AC12-2100102","SRED (Non CTLS):  v1.24.3, v1.33.0, v1.33.5, v1.33.7, SRED (CTLS): Platform: AS00-00001xx; Bootloader:  AB00-00001xx, AS00-00002xx, AS00-00003xx, AS00-00004xx, AS00-00005xx, AS00-00006xx","","4-40116","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Equinox Payments","Luxe 8500i","LX85xx-0100xx","LXMQX1-0100xx","","4-70027","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Equinox Payments","L5200, L5300","L501xx(SRED), L300xx(SRED), L502xx(SRED), L301xx, L503xx, L504xx, L302xx, L402xx, (Non-SRED), L505xx, L303xx, L506xx, L304xx","FPE 6.P.0xx, FPE 6.P.1xx, FPE 6.P.2xx, FPE 7.P.0xx, FPE 7.P.1xx, FPE 7.P.2xx, FPE 7.P.317, FPE 7.P.400, FPE 7.P.401, FPE 7.P.405, FPE 7.P.406, FPE 7.S.3xx, FPE 7.S.400, FPE 7.S.401, FPE 7.S.405, FPE 7.S.406, Hyc_Dst v1.0.xx xxxxxxxx, Hyc_Dst v1.1.xx xxxxxxxx, Hyc_Dst v1.2.xx xxxxxxxx, Hyc_Dst v1.3.xx xxxxxxxx, L5x-OS-v01.xx-xxxxxxxx-2, L5x-OS-v02.xx-xxxxxxxx-2, L5x-OS-v04.xx-xxxxxxxx-2, L5x-OS-v04.xx-xxxxxxxx-3, L5x-OS-v05.xx-xxxxxxxx-2, L5x-OS-v05.xx-xxxxxxxx-3, FPE 7.P.408, FPE 7.S.408, FPE 7.S.409, FPE 7.P.409, SRED:FPE 7.S.0xx, L5x-OS-v03.xx-xxxxxxxx-2, 5P00-00500xx, 5S00-00500xx(SRED), 5S00-00510xx(SRED), 5P00-00510xx, 5P00-00520xx, 5S00-00520xx (SRED), 5P00-00530xx, 5S00-00530xx(SRED), L5x-OS-v06.xx-xxxxxxxx-2, L5x-OS-v06.xx-xxxxxxxx-3, 5S00-00540xx(SRED), 5P00-00540xx, L5x-OS-v07.01-xxxxxxxx-3, FPE 7.P.412, FPE 7.S.412, 5S00-00550xx(SRED), 5P00-00550xx, L5x-OS-v07.xx-xxxxxxxx-3, 5S00-00570xx (when operating in SRED mode), 5P00-00570xx (when operating in non-SRED mode), 5S00-00571xx (when operating in SRED mode), 5P00-00571xx (when operating in non-SRED mode)","","4-60119","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Both","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Equinox Payments","Luxe 8500i","LX85xx-0100xx","LXMQX1-0100xx","","4-70030","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Equinox Payments","Luxe 6200m","LX62xx-0100xx","LXMQX1-0200xx","","4-70033","5.x","PED","30 Apr 2026","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"eWantSun Network Technology Co Ltd","VPOS3396","V10","2.1","2.1","4-40133","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","0"
"Ezetap Mobile Solutions Pvt. Ltd.","Ezetap V2","0201xxMx (Online only), 0102xxMx (Online/Offline), 1201xxMxxx (Online only), 1102xxMxxx (Online/Offline), 1107xxMxxx (Online/Offline), 1108xxMxxx (Online/Offline)","SRED: M0202, M0205, M0207, M0508, 0208","","4-10142","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","MK/SK,DUKPT","N/A","Physical Keypad","Display,ICCR,MSR,PIN Entry,OP,SRED","0"
"Ezetap Mobile Solutions Pvt. Ltd.","Ezetap V3","210101FA42, 25020xFA42, 25030xFA43","0201, 2C-7001, 1C-9400","","4-10202","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Feig Electronic GmbH","cVEND plug","FE869-3-FE870-x-xxxxxxxx, FE869-5-FE870-x-xxxxxxxx","cS01.01.xx-xx.xx-x-x, cS01.03.xx-xx.xx-x-x, cS01.05.xx-xx.xx-x-x, cS01.07.xx-xx.xx-x-x","","4-80015","4.x","OEM SCR","30 Apr 2023","SCR","N/A","N/A","N/A","N/A","CTLS,OP,SRED","0"
"Feitian Technologies Co., Ltd.","ePayPos500","ePayPos500-xxx","SRED: 10.0.0","1.0.0.3","4-30141","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,SRED","0"
"Feitian Technologies Co., Ltd.","ePayPOS600","ePayPOS600-A-xxx (with NFC), ePayPOS600-B-xxx (without NFC)","2.2.00-xx-xx","","4-30221","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","MK/SK,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Flight System Consulting Inc","Incredist","xxB1xxxxxxxx","SRED: 1.0","","4-40125","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,SRED","0"
"Flight System Consulting Inc","INP","NNBI003, NNxI003, BNxI002","Bootloader(5.0.8), Firmwae(1.C.005)","","4-40201","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","DUKPT","Vendor-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,SRED","0"
"Flypos","Flypos ID38, Flypos ID38 Compact","ID3811FY12, ID3811FC10, ID3811FL22","0.1, 0.2","0.02,1.7","4-40139","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","Fixed,MK/SK,DUKPT","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,OP,SRED","0"
"Fujian Centerm Information Co., Ltd","C930E","V2.00","SRED:  Bootloader V1.03, Micro-kernel V1.00","V1.01","4-40075","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","MK/SK","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,SRED","1"
"Fujian Centerm Information Co., Ltd","C790","1.0","S1.05 B07","S1.05 B07","4-40130","3.x","PED","30 Apr 2020","PED","Online &amp; Offline","MK/SK","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","1"
"Fujian Centerm Information Co., Ltd","C821","V0.94","V1.00B02","","4-40154","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","MK/SK","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry,SRED","1"
"Fujian Centerm Information Co., Ltd","CK40","V0.93, V0.94","V1.00B01","V1.00","4-40165","4.x","PED","30 Apr 2023","PED","Online","MK/SK","N/A","Physical Keypad","Display,CTLS,PIN Entry","0"
"Fujian Centerm Information Co., Ltd","C933E","V1.0b01, V1.1b01","V1.00B05","V1.00B05","4-40170","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","MK/SK","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,CTLS,PIN Entry,SRED","0"
"Fujian Centerm Information Co., Ltd","C910E","V1.02","V1.00B2","V1.00B2","4-40171","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","MK/SK","Acquirer-controlled","Physical Keypad","Display,ICCR,MSR,PIN Entry","1"
"Fujian Centerm Information Co., Ltd","K9","V2.1x","Bootloader(V1.00), Firmware(V1.00B04)","V1.00B04","4-40205","4.x","PED","30 Apr 2023","PED","Online &amp; Offline","MK/SK","Acquirer-controlled","Touch Screen","Display,ICCR,MSR,PIN Entry,SRED","0"
